0;1;2;3;4;5;6;7;8;9;10;11
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0034582;0,10629056;0,00352917;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,27950542;1,5092148;2,0689549;1,6451402;0,60216277;0,00100069;0,0;0,0;0,0
0,0;0,0;0,82465847;3,6462326;5,6867915;6,0664206;5,3949633;4,3297375;2,9192518;0,88829288;0,0;0,0
0,00318616;3,0979537;7,9469707;11,37932;13,760939;14,084244;13,894963;12,987993;10,728167;7,4963462;4,0510754;0,03804462
9,0372112;11,223637;16,46265;19,261541;21,698792;21,828988;22,638398;21,554439;19,620549;14,340975;10,983201;10,611602
15,656395;17,496488;23,825763;24,707498;23,328058;23,382124;24,127524;27,534896;26,270826;19,410627;15,881022;16,348085
20,185617;21,612505;28,64739;24,736209;23,59103;23,250826;24,292;26,062899;30,501778;24,142308;19,794355;20,91023
23,445728;24,880804;28,852607;24,371209;22,704405;22,339663;24,076305;24,137036;32,811208;25,770818;21,728331;23,327296
23,188983;25,563641;27,358864;23,608703;23,480267;19,270702;21,083354;19,16355;26,689175;25,627926;21,320965;23,659975
22,488774;23,996005;25,601888;20,84677;23,368815;16,571023;18,886601;16,378048;24,062986;22,684079;18,809123;21,227058
17,71225;19,88035;21,302048;22,433331;24,060084;18,281626;19,995682;18,261818;20,872067;17,119785;14,045874;16,039978
10,822584;13,703393;18,105274;17,730593;18,091494;18,733053;20,663732;19,420914;15,89044;10,671566;6,9048436;7,3072823
0,15376935;4,8222637;9,4402281;10,111231;10,281203;11,409759;12,665997;11,103366;7,9193232;2,3707203;0,00135819;0,0
0,0;0,0;0,74761707;2,4820782;3,5171288;4,3876846;4,7950153;3,5236164;0,84639653;0,0;0,0;0,0
0,0;0,0;0,0;0,01173181;0,56811008;1,2739528;1,2633263;0,29940699;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,00398444;0,00188212;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
