0;1;2;3;4;5;6;7;8;9;10;11
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0034582;0,10629056;0,00352917;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,27950542;1,5092148;2,0689549;1,6451402;0,60216277;0,00100069;0,0;0,0;0,0
0,0;0,0;0,82465847;3,6462326;5,6867915;6,0664206;5,3949633;4,3297375;2,9192518;0,88829288;0,0;0,0
0,00318616;3,0979537;7,9469707;11,37932;13,760939;14,084244;13,894963;12,987993;10,728167;7,4963462;4,0510754;0,03804462
9,0372112;11,223637;16,46265;19,261541;19,271476;20,33072;21,896945;20,328793;19,519985;14,340975;10,983201;10,611602
15,656395;17,496488;22,252652;20,595797;20,807242;21,263189;22,872557;22,512168;20,382312;19,410627;15,881022;16,348085
20,185617;21,189091;22,220329;21,62353;21,792833;22,468673;24,47305;24,265752;21,481353;21,98497;19,794355;20,91023
22,747773;22,217933;22,977865;22,037074;21,499207;22,01671;23,968925;24,540971;21,656435;21,509489;21,728331;22,46821
21,35454;20,978426;22,142835;20,036815;17,975844;17,94945;20,405652;19,068028;15,82144;18,479543;21,320965;23,13926
19,321733;18,870791;19,560531;18,200765;14,617814;15,328533;17,10832;15,827126;12,366879;15,335679;18,809123;20,497376
15,046644;15,063038;17,036926;19,625586;15,895645;16,86281;18,645162;15,932605;13,797697;16,738568;14,045874;16,039978
10,822584;13,703393;18,105274;17,730593;18,091494;18,733053;20,663732;19,420914;15,89044;10,671566;6,9048436;7,3072823
0,15376935;4,8222637;9,4402281;10,111231;10,281203;11,409759;12,665997;11,103366;7,9193232;2,3707203;0,00135819;0,0
0,0;0,0;0,74761707;2,4820782;3,5171288;4,3876846;4,7950153;3,5236164;0,84639653;0,0;0,0;0,0
0,0;0,0;0,0;0,01173181;0,56811008;1,2739528;1,2633263;0,29940699;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,00398444;0,00188212;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
