0;1;2;3;4;5;6;7;8;9;10;11
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0034581989;0,10629056;0,0035291667;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,27950542;1,5092148;2,0689549;1,6451402;0,60216277;0,0010006944;0,0;0,0;0,0
0,0;0,0;0,82465847;3,6462326;5,6867915;6,0664206;5,3949633;4,3297375;2,9192518;0,88829288;0,0;0,0
0,0031861559;3,0979537;7,9469707;11,37932;13,760939;14,084244;13,894963;12,987993;10,728167;7,4963462;4,050310110546663;0,038044624
9,0372112;11,223637;16,46265;19,261541;19,271476;20,33072;21,896945;20,328793;19,519985;14,340975;10,982435249435555;10,611602
15,656395;17,496488;22,252652;20,595797;20,807242;21,263189;22,872557;22,512168;20,382312;19,410627;15,880257054991114;16,348085
20,185617;21,189091;22,220329;21,62353;21,792833;22,468673;24,47305;24,265752;21,481353;21,98497;19,793589554991136;20,91023
22,747773;22,217933;22,977865;22,037074;21,499207;22,01671;23,968925;24,540971;21,656435;21,509489;21,72756524943555;22,46821
21,35454;20,978426;22,142835;20,036815;17,975844;17,94945;20,405652;19,068028;15,82144;18,479543;21,320200110546672;23,13926
19,321733;18,870791;19,560531;18,200765;14,617814;15,328533;17,10832;15,827126;12,366879;15,335679;18,80835774943555;20,497376
15,046644;15,063038;17,036926;19,625586;15,895645;16,86281;18,645162;15,932605;13,797697;16,738568;14,045108721657778;16,685738
13,655917;16,536726;18,444469;20,563926;20,296544;21,566387;23,497065;22,254247;18,723773;13,504899;6,893911538111109;8,5851455
2,9871027;7,6555971;12,273561;12,944564;13,114537;14,243093;15,499331;13,936699;10,752657;5,2040536;4,444444486918775e-11;0,0
1,7040404;2,3021616;3,5809504;4,7849504;6,3504621;6,6912671;7,0985979;5,827199;3,1499791;2,3021616;0,0;0,0
0,0;0,0;1,9602028;0,011731806;0,66596622;1,2739528;1,2633263;0,29940699;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0039844444;0,0018821237;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
