0;1;2;3;4;5;6;7;8;9;10;11
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0025150538;0,077302222;0,0025666667;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,20327667;1,0976108;1,5046944;1,1964656;0,43793656;-2,222222297669496e-12;0,0;0,0;0,0
0,0;0,0;0,5989863067832255;2,6518056;4,1358484;4,4119422;3,9236097;3,1489;2,1223269161022227;0,6452658766756983;0,0;0,0
0,0015518981810752693;2,2522919210186423;5,778849747643441;8,2758689;10,007956;10,243087;10,105428;9,4458129;7,801538027213343;5,451122865923015;2,945471360546664;0,026903511084301075
6,571751898181071;8,16188012160861;11,972071253019788;14,008393;15,78094;15,875628;16,464289;15,675956;14,268724693880003;10,429034693879998;7,987016916102222;7,716763726138059
11,385703511084303;12,723953277950809;17,32706265086926;18,288164;20,190854;20,171956;21,616744;20,975638;19,10529024943555;14,116054048718722;11,549069138324446;11,888750822912263
14,679683080976776;15,717419944617468;20,83370028527782;21,404713;22,915676;23,250826;24,292;24,290751;22,182345804991094;17,55727662936388;14,395129138324464;15,206674478826228
17,050673403557404;18,094365077360813;23,40220888742837;23,268992;22,704405;22,339663;24,076305;24,137036;23,861931360546677;18,741647597105825;15,80165691610222;16,964541145492895
16,863949747643428;18,590973926918355;23,131019640116577;22,674681;23,480267;19,270702;21,083354;19,16355;23,494520249435567;18,637726091729462;15,505391360546673;17,20648953258967
16,354706736890748;17,4508748118741;21,558847597105796;20,84677;21,80652;16,571023;18,886601;16,378048;21,305001360546655;16,49674652183699;13,67859691610222;15,437094908933767
12,880871253019796;14,457671272051094;18,257982005707966;17,535816;18,146749;18,281626;19,995682;18,261818;16,62786802721333;12,449987382052038;10,214415804991111;11,66467340355741
7,870204586353122;9,965338528688255;13,166706736890744;12,894977;13,157451;16,457372;17,861502;16,957634;11,555918027213332;7,76037340355742;5,010401769444443;5,302096149774192
0,10031238006451616;3,4955810069557507;6,8648551239875255;7,3536222;7,4772387;11,13134;12,044968;10,908509;5,758742471657776;1,7134110210537639;-2,2222219724088443e-12;0,0
0,0;0,0;0,5337426090763443;1,8051478;2,5579118;4,1819344;5,6086347;4,4618169;0,6063143735111113;0,0;0,0;0,0
0,0;0,0;0,0;0,0085322222;0,41317097;0,92651111;0,9187828;0,21775054;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0028977778;0,0013688172;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
