0;1;2;3;4;5;6;7;8;9;10;11
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0028294355;0,086965;0,0028875;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,22868625;1,2348121;1,6927812;1,3460238;0,49267863;0,00081875;0,0;0,0;0,0
0,0;0,0;0,67472056;2,9832813;4,6528294;4,6206994;4,6854933;3,5425125;2,3884787;0,72678508;0,0;0,0
0,0026068548;2,5346894;6,5020669;8,9137925;7,2423754;5,8716519;6,1042415;8,8029414;8,7775913;6,1333742;3,313750943879997;0,031127419
7,3940819;9,1829761;10,40732;10,078314;8,0417057;6,5515419;6,3711224;10,231904;16,053176;11,733525;8,98548969388;8,6822202
12,809777;14,315308;13,013107;10,830811;9,6872978;8,4876385;7,1606158;12,418216;17,779014;15,881422;12,992798443880003;13,375706
16,515504;16,423757;14,037679;10,88809;9,3371566;8,3384153;7,1258721;11,09826;17,986468;19,752797;16,19461594388002;16,119511
18,171284;17,763289;14,018671;10,932003;9,3651094;8,1156812;7,1527478;9,1238507;20,839515;21,085215;17,776959693879995;16,759525
19,313711;16,248449;13,541206;10,642266;11,419649;5,6354413;5,3707028;5,2151897;15,410881;20,101037;17,443660943880005;19,287973
18,042092;15,903927;12,872529;9,1894121;13,578857;5,2783253;5,1154913;4,8986326;14,488093;14,66383;15,388517193879997;18,495915
13,974039;12,880249;10,770092;10,019766;13,140143;5,6367169;5,3565773;5,7495859;10,873057;14,511782;11,491313443880001;13,370035
10,233522;13,45871;11,220261;10,062656;10,072235;6,7253881;6,8838048;8,3890812;12,461093;11,564614;5,638238358999997;7,7002831
0,12581129;6,7788218;10,161506;9,0303998;7,8156355;6,8433207;7,1088443;8,74776;9,3127796;1,9900812;2,168404344971009e-19;0,0
0,0;2,8333333;3,44502;4,8641246;5,7109841;6,4232571;6,7565277;5,7162922;3,5258396;0,0;0,0;0,0
0,0;0,054704862;2,699547;2,8429321;3,2981507;3,8756583;3,866964;3,0783027;2,3035826;0,0;0,0;0,0
0,0;0,0;0,0;1,5445794;2,3057114;2,3096802;2,0343215;2,3057114;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0
